"","SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
"1",142.25,142.860001,140.570007,141.369995,94807600,110.035965
"2",141.229996,142.050003,140.610001,141.669998,69620600,110.26944
"3",141.330002,141.399994,140.380005,140.539993,76645300,109.389923
"4",140.820007,141.410004,140.25,141.190002,71655000,109.895844
"5",141.309998,141.600006,140.399994,141.070007,75680100,109.80246
"6",140.580002,141.570007,140.300003,141.539993,72428000,110.168274
"7",141.580002,142.619995,141.5,142.160004,54476800,110.650841
"8",142.149994,143.240005,142.110001,143.240005,55370600,111.491463
"9",143.070007,143.440002,142.729996,142.960007,44871300,111.273537
"10",142.850006,143.460007,142.729996,143.020004,50241400,111.320221
"11",143.169998,143.259995,142.309998,142.539993,68177300,110.946617
"12",142.539993,143.100006,142.460007,142.820007,56973000,111.164558
"13",143.070007,143.100006,141.929993,142.380005,60253600,110.82209
"14",142.259995,143.080002,142.059998,142.800003,54064400,111.148987
"15",142.970001,143.979996,142.910004,143.949997,55834700,112.044106
"16",143.860001,143.919998,142.009995,142.259995,73583800,110.728683
"17",142.570007,142.649994,141.580002,142.130005,67255600,110.627487
"18",142.190002,142.800003,141.740005,142.050003,66114600,110.565239
"19",142.350006,142.860001,142.059998,142.789993,70407600,111.14122
"20",142.630005,144.130005,142.399994,143.75,91868600,111.88842
"21",144.149994,144.660004,143.910004,144.610001,69312400,112.557823
"22",144.729996,144.949997,144.380005,144.809998,49607000,112.713501
"23",144.699997,144.940002,144.339996,144.850006,45705300,112.744629
"24",144.970001,145.029999,144.330002,144.889999,57081300,112.775772
"25",145.119995,145.360001,144.570007,145.210007,55669700,113.024849
"26",144.779999,145.119995,144.270004,145.020004,70641000,112.87693
"27",145.059998,145.330002,143.389999,143.940002,79084400,112.036308
"28",143.940002,144.039993,143.190002,143.449997,65657000,111.65493
"29",143.770004,144.899994,143.759995,144.660004,64081800,112.596703
"30",144.800003,145.899994,144.779999,145.610001,66039400,113.336159
"31",145.669998,145.949997,145.429993,145.800003,38715200,113.484077
"32",145.440002,145.759995,145.229996,145.729996,39841800,113.429581
"33",145.559998,146.199997,145,146.039993,56911800,113.670807
"34",145.610001,146.070007,145.350006,145.979996,63971600,113.624184
"35",146.050003,146.419998,145.169998,145.869995,79067400,113.538506
"36",145.740005,145.789993,145.029999,145.300003,71966200,113.094856
"37",145.830002,145.949997,144.75,145.169998,69192800,112.993668
"38",143.880005,144.199997,139,139.5,274466500,108.580421
"39",140.389999,141.979996,139.800003,140.929993,177536300,109.693428
"40",139.339996,141.25,138.050003,140.509995,212828600,109.366585
"41",140.050003,140.660004,138.660004,138.669998,162574000,107.93438
"42",137.929993,139.580002,137.330002,137.350006,143750400,106.906967
"43",138.779999,140.119995,137.720001,139.699997,143333300,108.736046
"44",139.589996,140.460007,139.399994,139.559998,115144900,108.627121
"45",140.539993,141.160004,140.070007,140.740005,117891600,109.545578
"46",141.309998,141.419998,140.080002,140.779999,107765100,109.576736
"47",140.419998,141.339996,140.160004,140.990005,80366900,109.740166
"48",140.179993,140.770004,138.039993,138.25,190605200,107.60746
"49",138.429993,139.360001,136.75,139.279999,231853800,108.409187
"50",138.970001,139.990005,138.800003,139.470001,132435900,108.557098
"51",139.309998,139.630005,138.119995,138.529999,121531600,108.253105
"52",139.259995,140.330002,139.149994,140.199997,96161200,109.558098
"53",140.080002,141.050003,139.960007,140.970001,82147400,110.159843
"54",141.100006,143.649994,140.820007,143.289993,152368700,111.97271
"55",143.479996,143.679993,142.789993,143.179993,118942200,111.886803
"56",143.279999,143.809998,143.149994,143.389999,74416800,112.050896
"57",143.5,143.649994,142.089996,143.199997,113787500,111.902405
"58",143.119995,143.160004,142.389999,142.860001,99864600,111.636742
"59",142.139999,142.470001,141.259995,141.820007,152907900,110.824043
"60",142.539993,142.610001,141.190002,141.970001,139432700,110.941254
"61",142.240005,142.839996,140.559998,142,128194100,110.964714
"62",142.160004,142.460007,141.479996,142.160004,79416400,111.089722
"63",142.970001,143.979996,142.910004,143.690002,82417800,112.28537
"64",143.690002,143.949997,143.160004,143.850006,63995200,112.41037
"65",143.669998,144.440002,143.610001,144.240005,46822800,112.715118
"66",144.649994,144.800003,144.149994,144.440002,50967400,112.871437
"67",144.330002,144.850006,144.270004,144.610001,56620000,113.004257
"68",144.820007,144.860001,143.539993,144.020004,106365700,112.543228
"69",143.740005,144.919998,143.339996,144.660004,115534400,113.04332
"70",144.899994,145.320007,144.360001,145.320007,84287000,113.559128
"71",145.830002,146.860001,145.820007,146.699997,83064600,114.637421
"72",146.970001,147.399994,146.649994,147.089996,108424100,114.942261
"73",146.600006,147.699997,146.570007,147.270004,88345300,115.082893
"74",146.550003,147.399994,146.360001,147.229996,102947700,115.051636
"75",148.220001,148.619995,147.039993,148.619995,124114100,116.137764
"76",148.369995,148.729996,147.970001,148.059998,77270800,115.700211
"77",148.229996,148.399994,147.320007,148.119995,114471000,115.747139
"78",148.729996,149.660004,148.020004,149.479996,108418800,116.809875
"79",149.490005,149.800003,149.100006,149.649994,88741600,116.942734
"80",149.089996,149.740005,148.839996,149.529999,108191100,116.848915
"81",149.639999,149.740005,148.210007,148.289993,100874100,115.879951
"82",148.419998,149.470001,147.669998,148.669998,134342700,116.176926
"83",148.899994,149.949997,148.75,149.539993,87129800,116.856773
"84",149.970001,150.399994,149.729996,150.350006,86569700,117.489746
"85",150.75,151.119995,150.220001,150.919998,96409000,117.935158
"86",150.880005,151.199997,150.809998,150.949997,63461400,117.95858
"87",150.580002,150.919998,150.130005,150.75,80584000,117.802277
"88",150.639999,152.820007,150.369995,151.160004,102070100,118.122719
"89",150.729996,151.020004,149.270004,149.580002,153617800,116.888031
"90",149.75,150.929993,149.720001,150.860001,113408900,117.888306
"91",150.860001,151.300003,149.789993,150.529999,108027500,117.630386
"92",150.699997,151.660004,150.190002,150.570007,180673300,117.661674
"93",150.800003,151.630005,150.380005,151.600006,114166500,118.466515
"94",151.380005,151.960007,151.110001,151.300003,101132800,118.232109
"95",152.009995,152.619995,151.809998,152.619995,99182000,119.263611
"96",152.580002,153.229996,152.5,152.539993,174664600,119.201111
"97",152.699997,153.160004,152.380005,152.419998,82148800,119.107292
"98",152.949997,153.5,152.360001,152.440002,133786600,119.12294
"99",152.529999,153.210007,150.740005,151.059998,187593000,118.044579
"100",151.5,152.020004,151.179993,151.690002,83309200,118.536858
"101",151.940002,152.5,151.449997,152.240005,82020000,118.966675
"102",151.460007,153.539993,151.339996,153.479996,129013600,119.935654
"103",153.669998,153.889999,153.119995,153.320007,114866700,119.810585
"104",153.880005,154.399994,153.509995,154.080002,107771700,120.404518
"105",153.539993,154.389999,153.479996,154.100006,78008800,120.42012
"106",153.740005,153.899994,152.860001,153.490005,126917900,119.943459
"107",152.860001,152.949997,151.75,151.839996,164096800,118.654083
"108",151.559998,152.5,149.059998,149.100006,232414600,116.512939
"109",149.580002,151.190002,149.089996,151.039993,175886000,118.028915
"110",150.929993,151.949997,150.699997,151.300003,102015600,118.232109
"111",150.669998,151.539993,149.550003,149.649994,233898000,116.942734
"112",150.5,152.070007,149.720001,151.889999,193208200,118.693192
"113",152.059998,153.119995,152.029999,152.860001,146396500,119.451096
"114",153.139999,153.660004,152.929993,153.070007,154030800,120.130768
"115",153.380005,153.389999,152.660004,152.889999,88537500,119.989502
"116",152.550003,153.380005,152.360001,153.270004,110851700,120.287758
"117",153.580002,153.580002,150.960007,151.139999,177119700,118.616119
"118",151.080002,152.110001,150.25,151.979996,205262000,119.275345
"119",151.520004,151.770004,149.850006,150.550003,204964700,118.153076
"120",150.240005,151.25,149.020004,149.830002,232014400,117.588005
"121",150.210007,150.460007,148.279999,148.289993,198445700,116.379402
"122",148.130005,150.570007,148.059998,150.399994,213638000,118.035339
"123",150.380005,151.410004,149.669998,150.380005,157705000,118.019676
"124",150.899994,151.649994,149.149994,150.429993,199701800,118.058899
"125",150.869995,151.919998,150.770004,151.789993,103357000,119.126213
"126",152.179993,152.5,151.990005,152.339996,54048400,119.557838
"127",152.399994,152.559998,151.630005,152.179993,89279000,119.432327
"128",152.380005,153.169998,151.929993,152.979996,81109000,120.060173
"129",153.160004,153.360001,152.619995,153.100006,72348100,120.154335
"130",152.289993,152.610001,150.770004,150.919998,180362600,118.443474
"131",150.75,152.050003,150.520004,151.990005,175607600,119.283173
"132",152.369995,154.75,152.339996,154.389999,133882500,121.166748
"133",154.570007,155.460007,154.389999,154.850006,111794300,121.527794
"134",154.990005,155.529999,154.580002,154.830002,98378700,121.511993
"135",154.929993,155.479996,154.679993,154.75,126201300,121.449242
"136",154.229996,154.800003,153.300003,154.470001,237887400,121.229523
"137",155.199997,155.529999,154.75,155.070007,145212700,121.700401
"138",154.889999,154.990005,152.830002,153.5,245502500,120.468277
"139",154.179993,154.720001,153.300003,153.970001,121183900,120.837112
"140",153.119995,154.279999,150.759995,151.300003,256732400,118.741669
"141",152.020004,152.389999,150.25,151.610001,265214500,118.984962
"142",150.190002,150.800003,146.389999,148.020004,467592500,116.167534
"143",148.210007,148.869995,145.050003,145.110001,422987600,113.883705
"144",145.929993,147.809998,145.289993,147.380005,283017500,115.665215
"145",148.330002,149.460007,145.039993,145.720001,316976700,114.362404
"146",145.179993,147.009995,143.949997,146.429993,467670000,114.919662
"147",146.759995,147.759995,145.259995,147.600006,294758400,115.837891
"148",147.279999,147.580002,143.199997,143.800003,359398200,112.855614
"149",144.210007,146.830002,142.529999,146.210007,324980000,114.747009
"150",145.940002,149,145.229996,147.770004,232568700,115.971298
"151",148.410004,150.589996,147.339996,149.830002,274930600,117.588005
"152",147.429993,148.949997,145.289993,145.389999,357622100,114.10347
"153",144.389999,146.5,143.119995,144.710007,411018400,113.569794
"154",146.5,146.889999,145.020004,145.229996,181917200,113.977898
"155",145.699997,146.059998,142.720001,143.009995,264134500,112.235611
"156",142.720001,144.460007,140.619995,141.039993,323834000,110.689499
"157",139.789993,142.940002,137,142.100006,546743700,111.521408
"158",145.5,145.809998,141.389999,144.710007,388218100,113.569794
"159",145.169998,145.470001,143.289993,144.639999,187320400,113.514847
"160",144.600006,145.970001,144.139999,144.929993,157066400,113.742424
"161",146.009995,146.800003,145.330002,146.649994,173156700,115.092323
"162",147.339996,147.649994,145.610001,146.520004,203915300,114.990288
"163",146.479996,148.330002,146.279999,148.330002,128901900,116.410789
"164",147.850006,148.330002,146.729996,146.949997,113024300,115.327759
"165",146.160004,146.25,143.460007,143.720001,219790700,112.792831
"166",144.369995,146.740005,143.960007,146.539993,207654200,115.005974
"167",145.449997,147.190002,145.309998,146.149994,191817300,114.699875
"168",147.649994,148.5,146.830002,147.589996,185477500,115.830032
"169",147.449997,149.979996,147.399994,149.080002,120062000,116.999413
"170",148.199997,148.360001,147,147.789993,166261800,115.986984
"171",147.949997,148.610001,147.119995,148.130005,127878400,116.25386
"172",146.479996,146.889999,145.259995,146.070007,235447600,114.637154
"173",146.520004,146.720001,144.330002,145.789993,192305900,114.417358
"174",146.240005,147.699997,146.130005,147.490005,162081900,115.751572
"175",147.289993,148.440002,146.979996,147.869995,149554600,116.049805
"176",148.550003,149.449997,148.199997,148.910004,154079000,116.86599
"177",147.960007,149.089996,147.740005,148.899994,121911000,116.858116
"178",148.309998,148.649994,147.630005,148.100006,109870800,116.230286
"179",148.830002,152.5,148.130005,152.460007,263759500,119.652046
"180",153.410004,154.389999,152.710007,153.360001,193779900,120.358353
"181",153.339996,153.429993,152.110001,152.279999,175186800,119.510742
"182",152.710007,153.119995,151.740005,151.970001,141457500,119.833298
"183",152.419998,152.820007,151.360001,151.690002,139450200,119.612503
"184",150.809998,151.660004,150.470001,151.389999,142289900,119.375954
"185",152.25,152.770004,151.389999,152.190002,135547000,120.006775
"186",152.910004,153.100006,152.190002,153.089996,102713300,120.716446
"187",152.850006,153.190002,151.979996,152.580002,133372100,120.314301
"188",152.600006,154.75,152.5,154.300003,148162300,121.67054
"189",154.610001,154.649994,153.809998,154.089996,112978800,121.504967
"190",153.809998,154.410004,153.009995,153.779999,119055900,121.260551
"191",154.110001,154.259995,153.589996,154.020004,76864400,121.449799
"192",155.029999,156.100006,154.630005,155.850006,134579700,122.892822
"193",155.389999,155.490005,154.770004,155.020004,71280400,122.238319
"194",155.600006,156.5,155.029999,156.479996,94054300,123.389526
"195",156.039993,156.440002,155.410004,156.220001,101711100,123.184555
"196",156.929993,157.520004,154.539993,155.470001,233529100,122.59314
"197",155.460007,156.350006,155.270004,156.330002,124546700,123.271286
"198",156.270004,156.360001,153.940002,155.009995,161151900,122.230377
"199",154.410004,154.520004,153.470001,153.779999,166525700,121.260551
"200",154.979996,155.089996,152.470001,154.25,216687300,121.63118
"201",153.449997,154.190002,153.080002,153.690002,148367500,121.189613
"202",153.089996,156.479996,149.660004,149.669998,297169900,118.019737
"203",148.860001,150.759995,148.660004,150.539993,261989800,118.705734
"204",151.460007,151.949997,150.25,151.759995,180085100,119.667679
"205",151.210007,151.740005,148.839996,151.479996,326694200,119.446922
"206",151.649994,152.289993,149.880005,151.839996,237374500,119.73082
"207",153.059998,153.619995,151.899994,153.619995,176484000,121.134346
"208",153.929993,154.440002,153.550003,154.130005,106841000,121.536499
"209",153.449997,153.75,152.869995,153.059998,132981600,120.692787
"210",153.979996,155.270004,152.839996,154.649994,220954400,121.946571
"211",153.289993,153.410004,150.589996,151.029999,333040800,119.092087
"212",151.529999,152,149.210007,151.199997,331228200,119.22612
"213",149.639999,151.160004,148.970001,150.050003,226841000,118.319305
"214",150.860001,152.110001,149.899994,152.070007,177800500,119.91214
"215",150.440002,151.130005,147.550003,147.910004,306639700,116.631889
"216",147.990005,148.399994,145.070007,147.160004,374509900,116.040459
"217",145.690002,147.539993,144.889999,145.139999,277745100,114.447578
"218",145.210007,146.610001,143.699997,143.699997,243087800,113.312103
"219",145.369995,148.309998,145.220001,148.080002,191117400,116.765953
"220",149.220001,149.399994,146.779999,147.669998,230558800,116.442589
"221",146.570007,147.490005,144.520004,145.539993,263111100,114.763092
"222",146.309998,146.470001,144.570007,145.789993,308770600,114.960182
"223",145.279999,145.360001,143.190002,143.759995,267746000,113.359436
"224",144.020004,145.529999,142.110001,144.639999,414767500,114.053375
"225",143.080002,143.910004,141.669998,141.679993,259012400,111.719284
"226",143.070007,144.339996,142.699997,144.130005,77688400,113.651207
"227",144.429993,144.880005,140.660004,140.949997,214232000,111.143707
"228",141.740005,143.229996,140.949997,142.570007,293897900,112.421104
"229",144.190002,147.470001,144.139999,147.130005,258596900,116.01683
"230",146.619995,147.720001,146.100006,147.179993,199409900,116.056221
"231",149.039993,149.869995,147.330002,148.660004,222908000,117.223244
"232",148.190002,148.449997,147.289993,147.679993,146430400,116.45047
"233",146.660004,147.539993,146.309998,146.360001,136533900,115.409645
"234",147.929993,149.199997,147.830002,148.809998,171130000,117.341537
"235",148.630005,151.210007,148.570007,150.940002,154457400,119.021118
"236",151.419998,151.5,150.550003,150.910004,148980100,118.997498
"237",151.279999,152.25,150.860001,152.080002,123914300,119.920029
"238",152.139999,152.889999,147.830002,147.910004,250346400,116.631889
"239",151.059998,151.770004,147.199997,149.369995,322435600,117.783127
"240",148.320007,149.389999,147.300003,149.059998,237551300,117.538651
"241",147.929993,149.100006,147.100006,147.169998,159152900,116.048332
"242",146.610001,146.869995,144.860001,145.070007,177269400,114.392441
"243",146.100006,146.479996,143.960007,145.880005,245569300,115.031113
"244",145.940002,146.889999,144.940002,145.880005,198917200,115.031113
"245",146.839996,146.860001,145.179993,146.800003,214813800,115.756569
"246",147.369995,148.419998,147.089996,148.130005,146084400,117.425301
"247",148.820007,149.479996,148.479996,149.229996,45601400,118.297264
"248",148.649994,149.679993,148.5,149.550003,67093100,118.550926
"249",149.020004,149.029999,147.320007,147.669998,122981700,117.060585
"250",148.539993,148.610001,146.899994,147.300003,116398100,116.767326
"251",147.100006,147.610001,146.059998,146.210007,108126800,115.903229
"252",146.529999,146.990005,143.880005,144.929993,204935600,114.888565
"253",144.910004,145.490005,144.070007,144.860001,125133300,114.833084
"254",143.339996,143.440002,140.910004,141.309998,232330900,112.018936
"255",141.809998,142.229996,140.100006,141.190002,234991000,111.923813
"256",142.080002,142.899994,138.440002,138.910004,326365700,110.116409
"257",139.089996,140.789993,137.699997,140.369995,301824900,111.273735
"258",139.679993,142.800003,139.369995,141.289993,335701200,112.003067
"259",140.779999,141.899994,139,140.149994,267076600,111.09938
"260",141.160004,141.860001,140.399994,141.279999,170365500,111.995117
"261",139.789993,141.490005,137.899994,138.169998,239940100,109.5298
"262",137.360001,139.119995,136.279999,136.979996,378802600,108.586449
"263",137.809998,137.880005,132.929993,133.429993,397892600,105.77227
"264",134.740005,135.020004,131.100006,132.059998,348561500,104.686279
"265",127.209999,132.429993,126,130.720001,435923700,103.624039
"266",127.089996,134.190002,126.839996,133.860001,511913000,106.113182
"267",134.479996,135.460007,133.309998,134.990005,259949300,107.008949
"268",136.509995,136.759995,132.600006,133.039993,269603900,105.463142
"269",133.259995,135.520004,132.059998,135.240005,217934600,107.207161
"270",136.100006,136.449997,134.880005,135.910004,168968300,107.738281
"271",135.580002,138.539993,134.600006,134.910004,334939200,106.945549
"272",133.399994,138.539993,133.199997,137.369995,343680800,108.895615
"273",137.940002,139.610001,137.520004,139.580002,206843600,110.64753
"274",139.210007,139.300003,137.639999,137.820007,124694300,109.252373
"275",135.940002,136.25,133.669998,134.130005,286882500,106.327225
"276",134.580002,135.25,132.410004,133.050003,250792900,105.4711
"277",131.800003,134.789993,131.729996,133.929993,297368100,106.168678
"278",133.089996,134.220001,132.100006,133.070007,221643500,105.486923
"279",133.100006,134.229996,132.039993,133.75,188576300,106.025955
"280",134.910004,136.309998,133.979996,134.990005,256654400,107.008949
"281",136.009995,137.059998,135.139999,136.369995,181967800,108.102898
"282",136.949997,137,134.789993,135.169998,215207200,107.151657
"283",134.5,135.220001,133.910004,135.139999,154110300,107.127876
"284",136.720001,136.889999,134.610001,135.520004,145190000,107.429092
"285",133.990005,136.550003,133.759995,135.919998,220085700,107.746178
"286",136.660004,137.009995,134.070007,134.789993,201051200,106.85038
"287",134.970001,135.850006,132.860001,135.619995,205491000,107.508377
"288",135.539993,137.649994,134.779999,137.330002,190107000,108.863914
"289",136.75,138.949997,136.5,138.360001,212420700,109.680397
"290",137.559998,139.139999,137.410004,138.220001,168395800,109.569443
"291",137.240005,137.960007,136.550003,136.869995,170831100,108.499252
"292",135.600006,135.679993,132.779999,133.820007,252715200,106.081497
"293",133.139999,133.809998,132.240005,133.5,189483500,105.827827
"294",132.229996,133.399994,130.990005,132.990005,282513100,105.423538
"295",133.419998,134.770004,132.339996,133.830002,270681400,106.089439
"296",132.979996,133.220001,130.550003,131.059998,247911700,103.893578
"297",129.770004,131.740005,128.580002,129.710007,326434600,102.823395
"298",129.839996,129.929993,127.589996,128,235683600,101.467842
"299",130.720001,132.720001,128.949997,132.600006,341440600,105.11438
"300",132.740005,133.770004,131.160004,131.360001,229161100,104.131401
"301",129.610001,132.639999,128.600006,131.649994,351504200,104.36129
"302",132.770004,132.809998,127.779999,129.610001,484687800,102.744133
"303",126.57,129.259995,126.07,128.300003,405311100,101.705688
"304",130.619995,133.690002,129.979996,133.630005,334416600,105.930862
"305",134.139999,134.649994,130.039993,130.320007,345971600,103.306961
"306",130.050003,132.910004,129.259995,132.080002,245320700,105.22049
"307",133.309998,135.809998,133.240005,134.720001,208977300,107.323616
"308",134.860001,135.550003,133.770004,134.850006,192947200,107.427208
"309",134.460007,135.089996,133.110001,133.199997,196934300,106.112701
"310",134.199997,134.440002,132.360001,132.779999,225153200,105.778145
"311",132.990005,133.360001,131.059998,131.509995,180896100,104.766426
"312",131.289993,132.729996,131.089996,131.970001,166692100,105.132881
"313",133.610001,136.839996,133.509995,136.610001,254547300,108.829292
"314",137.050003,137.669998,135.979996,136.699997,210910800,108.900978
"315",135.960007,137.440002,135.710007,137.039993,175884800,109.171837
"316",137.119995,137.960007,136.119995,136.889999,204446800,109.052345
"317",137.869995,138.570007,136.740005,136.960007,154245500,109.108124
"318",136.190002,136.919998,135.949997,136.820007,148937300,108.996574
"319",136.610001,136.800003,134.889999,135.830002,195610600,108.207909
"320",135.419998,136.669998,134.899994,136.020004,192967800,108.359276
"321",134.490005,135.119995,133.009995,133.380005,222973300,106.256142
"322",133.190002,133.539993,132.550003,132.929993,160522000,105.897636
"323",133.580002,133.690002,132.330002,133.240005,172389200,106.144608
"324",134.539993,136.910004,134.520004,136.850006,189268900,109.020454
"325",136.020004,137.25,135.660004,137.050003,179665700,109.179825
"326",138.940002,139.559998,138.259995,138.479996,218530600,110.319023
"327",138.229996,138.979996,137.850006,138.550003,118587400,110.374748
"328",138.190002,138.309998,136.899994,137.940002,162166000,109.888832
"329",138.089996,138.779999,137.119995,137.720001,193309000,109.713531
"330",138.080002,139.740005,137.039993,138.320007,229381300,110.191544
"331",139.399994,139.889999,137.910004,139.600006,190788100,111.211243
"332",139.880005,140.25,139.380005,139.630005,105610200,111.235146
"333",139.389999,139.729996,138.610001,139.080002,125514100,110.797012
"334",139.289993,140.589996,138.259995,138.259995,208395900,110.143745
"335",138.380005,141.119995,138.270004,141.119995,187279500,112.422134
"336",142.339996,142.369995,140.559998,141.509995,181585500,112.732796
"337",141.050003,141.610001,140.410004,140.830002,118504500,112.191147
"338",140.020004,142.199997,139.690002,142.050003,179339800,113.162994
"339",141.889999,142.039993,139.130005,139.520004,199267300,111.147522
"340",139.740005,140.320007,138.979996,139.160004,178321200,110.860703
"341",138.600006,139.389999,138.449997,138.899994,152588200,110.653618
"342",139.25,140.559998,138.729996,140.460007,147865900,111.896355
"343",140.800003,140.889999,139.729996,140.479996,159132200,111.912285
"344",141.070007,142.199997,140.460007,140.770004,181910800,112.143326
"345",141.039993,142.630005,140.830002,142.529999,166927000,113.545418
"346",142.860001,142.869995,141.610001,142.660004,204236800,113.648956
"347",142.809998,144.300003,142.300003,143.050003,165664400,113.959694
"348",142.270004,142.339996,141,141.889999,178552100,113.035507
"349",141.809998,142.119995,139,139.490005,252724800,111.123589
"350",139.429993,140.169998,139,139.509995,170820400,111.139549
"351",139.050003,139.660004,137.520004,137.639999,181376400,109.649811
"352",137.800003,139,137.529999,138.660004,168322900,110.462357
"353",139.169998,140,138,139.300003,181288100,110.972237
"354",139.130005,140.929993,139.080002,140,173927200,111.529884
"355",140.470001,140.740005,139.940002,140.350006,117362000,111.808708
"356",139.830002,139.860001,138,138.899994,181069900,110.653618
"357",139.300003,139.619995,137.229996,138.089996,271965700,110.008308
"358",137.699997,139.160004,137.460007,138.020004,246637700,109.952568
"359",138.580002,140.889999,138.320007,140.779999,237867100,112.15126
"360",139.550003,139.800003,136.220001,136.289993,384276300,108.574348
"361",136.860001,137.5,135.410004,136.619995,228263900,108.83725
"362",135.669998,137.100006,135.350006,135.940002,260234900,108.29554
"363",135.970001,136.259995,133.929993,133.940002,283890100,106.702232
"364",134.600006,135.869995,133.520004,134.449997,252791800,107.108521
"365",135.169998,136.520004,134.419998,136.149994,244726900,108.462807
"366",135.550003,136.929993,135.460007,136.229996,185832500,108.526573
"367",137.070007,137.119995,135.369995,135.570007,191707700,108.000793
"368",134.690002,135.520004,133.710007,134.25,265893000,106.949226
"369",134.149994,135.240005,133.5,134.419998,304204900,107.084656
"370",132.839996,133.089996,131.220001,131.580002,289275700,105.346481
"371",132.089996,132.229996,131.320007,131.449997,165096400,105.242409
"372",131.050003,132.440002,130.190002,131.190002,267300600,105.034241
"373",131.720001,133.399994,131.240005,131.809998,287853900,105.530609
"374",130.570007,131.419998,128.080002,128.229996,297775000,102.664391
"375",128.279999,128.860001,127.040001,127.529999,303423400,102.103928
"376",127.889999,128.910004,127.300003,127.980003,258842600,102.464203
"377",126.519997,128.470001,125.93,128.380005,388622000,102.78447
"378",128.789993,129.160004,125.949997,126.18,288064600,101.023087
"379",127.110001,127.110001,124.989998,126.309998,239352500,101.127182
"380",126.790001,127.339996,123.919998,125.019997,372427300,100.094345
"381",124.989998,127.389999,124.199997,127.239998,375973700,101.871773
"382",127.5,127.739998,124.389999,124.790001,336729400,99.910233
"383",124.43,125.790001,123.580002,125.300003,436475700,100.318542
"384",123.970001,125.900002,122.489998,123.839996,481124600,99.14962
"385",125.260002,125.5,122.400002,122.720001,322720800,98.252937
"386",121.800003,123.489998,120.019997,120.989998,502502500,96.867836
"387",121.449997,124.57,121.099998,123.959999,371642900,99.245689
"388",125.139999,126.260002,124.089996,125.199997,375490600,100.238457
"389",126.169998,126.419998,125.150002,125.980003,267030100,100.862968
"390",126.510002,126.800003,125.190002,126.050003,222863000,100.919022
"391",125.150002,127.800003,124.849998,127.480003,296904200,102.063919
"392",127.889999,129.149994,127.550003,128.169998,311698400,102.616325
"393",128.339996,128.410004,125.160004,125.510002,248634500,100.486671
"394",125.889999,126.489998,125.169998,125.480003,219131000,100.462662
"395",125.510002,126.059998,123.419998,123.639999,205201300,98.989494
"396",123.980003,126.379997,123.639999,126.279999,261505600,101.103149
"397",127.110001,128.600006,126.279999,128.529999,354710000,102.904579
"398",127.400002,128.570007,126.629997,126.830002,277402100,101.54348
"399",127.120003,127.279999,125.459999,126.160004,248690900,101.007072
"400",126.040001,126.139999,124.760002,124.989998,188239600,100.070351
"401",126.019997,128.559998,124.970001,128.360001,251577600,102.768471
"402",128.020004,129.300003,127.480003,128.929993,209555400,103.2248
"403",127.959999,128.440002,126.540001,127.010002,246312500,101.687622
"404",126.580002,129.929993,126.379997,129.369995,260811700,103.577087
"405",129.470001,131.509995,129.229996,130.710007,249425800,104.649933
"406",130.279999,130.699997,128.729996,129.350006,213200800,103.561081
"407",128.789993,129.649994,127.669998,128.570007,256393200,102.936607
"408",127.839996,130.279999,127.75,129.539993,239555300,103.713196
"409",129.929993,130.5,129.300003,130.169998,181000800,104.217583
"410",130.429993,130.479996,127.660004,128.389999,172275100,102.792473
"411",127.419998,127.690002,126.529999,126.989998,194673700,101.671593
"412",127.389999,127.949997,126.339996,127.580002,225498200,102.143982
"413",126.75,128.440002,126.599998,127.800003,180609800,102.320129
"414",128.669998,129.649994,127.800003,129.649994,167715300,103.801239
"415",128.800003,129.649994,126.75,127.019997,171936900,101.695595
"416",127.019997,127.870003,126.580002,127.389999,159117200,101.991852
"417",127.550003,128.830002,127.300003,128.630005,171032800,102.984627
"418",129.279999,130.339996,129.110001,130.190002,167537100,104.233627
"419",129.729996,130.139999,128.509995,128.789993,189195800,103.112755
"420",130.029999,130.710007,127.519997,127.989998,252364900,102.472221
"421",127.879997,128.5,126.93,127.879997,251947000,102.384148
"422",126.970001,127.230003,123.959999,124.029999,340042500,99.30175
"423",123.290001,124.949997,122,124.419998,289503400,99.613976
"424",128.039993,128.240005,124.419998,126.989998,364075300,101.671593
"425",127.099998,127.360001,122.800003,123.220001,377326800,98.653236
"426",123.889999,124.900002,122.550003,123.720001,298916600,99.053551
"427",122.120003,125.739998,121.599998,125.510002,375369400,100.486671
"428",124.290001,126.209999,123.830002,126.089996,297851200,100.951027
"429",121.629997,125.650002,119.889999,120.089996,483607000,96.147263
"430",117.199997,122.32,117,122.099998,581744300,97.756546
"431",119.639999,121.849998,116,116.610001,624095600,93.361107
"432",118.050003,121.790001,113.800003,120.07,776114700,96.131271
"433",126.699997,128,123.330002,124.120003,501087800,99.949013
"434",124.449997,124.75,120.360001,121.309998,249966500,97.686188
"435",120.849998,122.019997,118.279999,118.550003,327470400,95.463692
"436",119.349998,120,117.790001,118.93,311818400,95.769707
"437",119.400002,121.910004,118.440002,120.790001,328253000,97.267487
"438",118.830002,121.5,118.510002,120.849998,285917400,97.315804
"439",119.139999,119.339996,110.970001,111.379997,459562300,89.689957
"440",113.510002,116.800003,110.529999,115.989998,328154400,93.402237
